Indicator,Taxonomic Level,"Matching EFG, Biome","Matching EFG, Biome (full name)",Notes,Ecoregions,pallete,Reference,Region
Ardisia eglandulosa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Ardisia nervosa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Ardisia corymbifera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Ardisia attenuata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Rapanea yunnanensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Syzygium syzygioides,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Syzygium cumini,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Syzygium ripicola,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Syzygium megacarpum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Cleistocalyx nervosum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Anacolosa ilicoides,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Chionanthus callophyllus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Chionanthus ramiflorus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Fraxinus floribunda,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Champereia manillana,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Baccaurea ramiflora,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Margaritaria indica,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Breynia glauca,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Phyllanthus collinsae,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Antidesma montanum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Glochidion sp. 13,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aporosa aureate,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Antidesma bunius,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aporosa villosa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Bridelia tomentosa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Glochidion daltonii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Breynia retusa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aporosa octandra,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aporosa wallichii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Podocarpus neriifolius,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Xanthophyllum flavescens,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Heliciopsis terminalis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Drypetes hoaensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Drypetes roxburghii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Carallia brachiata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Prunus arborea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Eriobotrya bengalensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Diplospora malaccensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Diplospora singularis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Psychotria rubra,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Ixora finleysoniana,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Tarennoidea wallichii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Fagerlindia faciculata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Canthium glabrum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Anthocephalus chinensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Chassalia chartacea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Tarenna collinsae,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Fagerlindia sinensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Murraya paniculata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Glycosmis craibii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Zanthoxylum limonella,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Glycosmis pentaphylla,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Tetradium glabrifolium,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Acronychia pedunculata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Melicope lunu-ankenda,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Clausena excavata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Micromelum minutum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Citrus macroptera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Meliosma simplicifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Flacourtia jangomas,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Xylosma longifolium,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Casearia grewiifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Homalium ceylanicum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Homalium cochinchinensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Scleropyrum wallichianum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Nephelium hypoleucum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Mischocarpus pentapetalus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Lepisanthes rubiginosa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Harpullia arborea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Arytera littoralis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Acer oblongum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Harpullia cupanioides,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Zollingeria dongnaiensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Sapindus rarak,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Lepisanthes tetraphylla,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Allophylus cobbe,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Xantolis burmanica,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Ailanthus triphysa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Picrasma javanica,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Solanum erianthum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Styrax benzoides,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Turpinia pomifera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Tetrameles nudiflora,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Schima wallichii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aquilaria crassna,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Ulmus lancaefolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Holoptelea integrifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aphananthe cf. aspera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Aphananthe cf. cuspidata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Debregeasia velutina,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/asia/huai-kha-khaeng,Thailand
Shorea albida,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.10,Thailand
Dryobalanops rappa,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.11,Thailand
Gonystylus bancanus,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.12,Thailand
Rubroshorea platycarpa,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.13,Thailand
Campnosperma coriaceum,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.14,Thailand
Rubroshorea albida,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.10,Thailand
Rubroshorea balangeran,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.10,Thailand
Shorea balangeran,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.10,Thailand
Nepenthes,Genus,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.11,Thailand
Myrmecodia tuberosa,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.12,Thailand
Combretocarpus rotundatus,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.13,Thailand
Dactylocladus stenostachys,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://doi.org/10.1525/bio.2011.61.1.14,Thailand
Shorea inaequilateralis,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://peatlands.org/assets/uploads/2019/06/ipc2008p271-274-tawan-floral-diversity-of-the-peat-swamp-forests-of-sarawak.pdf,Thailand
Rubroshorea inaequilateralis,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://peatlands.org/assets/uploads/2019/06/ipc2008p271-274-tawan-floral-diversity-of-the-peat-swamp-forests-of-sarawak.pdf,Thailand
Dyera polyphylla,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,https://peatlands.org/assets/uploads/2019/06/ipc2008p271-274-tawan-floral-diversity-of-the-peat-swamp-forests-of-sarawak.pdf,Thailand
Shorea obtusa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/thailand/mae-ping,Thailand
Shorea siamensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/thailand/mae-ping,Thailand
Dipterocarpus intricatus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/thailand/mae-ping,Thailand
Dipterocarpus tuberculatus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/thailand/mae-ping,Thailand
Dipterocarpus obtusifolius,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/thailand/mae-ping,Thailand
Dipterocarpus costatus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://forestgeo.si.edu/sites/thailand/doi-chiang-dao,Thailand
Justicia grossa,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Hydnocarpus castanea,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Ryparosa javanica,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Hydnocarpus cf. kurzii,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Saurauia pentapetala,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Saurauia cf. leprosa,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Melanochyla elmeri,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Buchanania sessifolia,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Bouea macrophylla,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Pentaspadon velutinus,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Semecarpus curtisii,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Dracontomelon dao,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Mangifera cf. quadrifida,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Mangifera sp. incert. 1,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Mangifera sp. incert. 0,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Mangifera quadrifida,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Gluta elegans,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
Bouea oppositifolia,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,https://forestgeo.si.edu/sites/asia/khao-chong,Thailand
